Title,Genre,Language,Release Date,Country,Budget (M USD),Lifetime Gross (M USD),Number of Screens,IMDb Rating,Rotten Tomatoes Score,Audience Reviews,Marketing Budget (M USD),Hit or Flop
The Long Kiss Goodnighta,Thriller,English,44380,USA,148.27,666.62,4804,7.8,29,50257,29.07,Collection not met
Run Lola Runa,Animation,Telugu,44177,South Korea,107.57,666.56,3719,5.8,49,454330,36.77,Collection not met
The Expendables 3a,Adventure,Tamil,41278,South Korea,249.14,664.75,1520,5.7,45,312967,43.25,Collection not met
Because of Winn-Dixiea,Sci-Fi,Hindi,40879,South Korea,76.51,663.48,4478,5.5,99,288919,10.05,Collection not met
Brooklyn's Finesta,Comedy,German,44595,UK,215.52,662.88,2291,4.5,80,87452,58.73,Collection not met
Friday the 13th: A New Beginninga,Animation,Hindi,43714,UK,111.38,662.49,1826,4.2,50,392141,34.24,Collection not met
The Queena,Action,Tamil,44075,France,115.34,661.54,1100,6.8,75,106330,45.42,Collection not met
Woman on Topa,Horror,Korean,43974,China,159.33,660.59,2327,9.3,63,494720,44.18,Collection not met
The Big Bouncea,Adventure,Korean,44590,UK,192.04,658.31,3885,4,56,163548,73.08,Collection not met
Close Encounters of the Third Kinda,Thriller,Chinese,41397,Germany,66.31,657.99,1694,6.5,55,224377,8.69,Collection not met
The Lion Kinga,Sci-Fi,Korean,43291,UK,44.87,656.1,2515,4.3,48,429882,8.59,Collection not met
The Newton Boysa,Romance,Korean,41307,France,253.03,655.6,4950,4.8,55,465025,46.49,Collection not met
The Helpa,Horror,Spanish,40752,India,15.03,655.54,2449,9.4,80,173134,3.59,Collection not met
The Sweetest Thinga,Drama,Spanish,43293,UK,97.63,655.09,3647,6,31,30755,35.12,Collection not met
Kabhi Alvida Naa Kehnaa,Drama,Spanish,43697,France,297.44,654.83,4211,6.5,25,314971,126.64,Collection not met
The White Countessa,Thriller,Chinese,44417,UK,144.66,653.35,3208,6.6,84,283693,38.43,Collection not met
Luminariasa,Thriller,English,41441,India,182.08,653.27,2528,6.1,52,245041,43.02,Collection not met
Wooa,Romance,Korean,41203,India,134.67,652.77,1639,7.5,85,10260,25.62,Collection not met
I Want Your Moneya,Thriller,Korean,42613,China,169.4,652.02,1619,8,54,121617,37.29,Collection not met
Shallow Hala,Thriller,Spanish,40310,India,17.56,649.33,4311,9.1,79,227488,8.22,Collection not met
The Dictatora,Comedy,German,44524,India,298.54,649.22,3176,4.5,77,426651,120.17,Collection not met
Garden Statea,Thriller,Telugu,43241,India,101.31,648,3680,4.4,43,97899,43.62,Collection not met
Happy Gilmorea,Romance,Korean,40718,Japan,240.4,647.92,1391,4.7,38,39301,34.83,Collection not met
Time to Choosea,Horror,Telugu,44932,France,139.66,647.9,2391,6.9,44,367496,19.05,Collection not met
Hellboya,Action,Korean,45311,Japan,257.57,647.39,1030,6.7,27,275369,76.25,Collection not met
Le Havrea,Drama,Japanese,41967,China,130.83,645.42,2999,6.2,30,187506,42.02,Collection not met
The Color Purplea,Action,German,43007,China,68.47,642.37,2055,9,90,5006,7.7,Collection not met
Ira & Abbya,Thriller,Hindi,44020,India,43.98,641.75,4434,6.6,37,164133,4.84,Collection not met
Jaws: The Revengea,Thriller,Hindi,42280,Japan,211.69,641.41,3335,6.2,44,492417,24.25,Collection not met
DysFunktional Familya,Comedy,German,42080,France,216.46,641.33,4629,4.2,96,163079,101.75,Collection not met
Sling Bladea,Comedy,Korean,43622,Japan,35.59,641.1,4911,8.9,33,35614,7.31,Collection not met
Kiss the Girlsa,Comedy,Japanese,43177,Japan,80.56,641.03,4057,9.9,29,469382,16.67,Collection not met
The King's Speecha,Thriller,German,44318,France,57.07,639.88,3917,7.8,73,361884,15.11,Collection not met
The Importance of Being Earnesta,Romance,Chinese,44921,Germany,185.6,639.06,3663,5.5,90,217676,57.39,Collection not met
The Artista,Comedy,German,45338,India,165.28,639.04,817,6.4,64,70170,32.55,Collection not met
Faithfula,Action,Spanish,43828,UK,14.06,637.26,3654,5.4,29,137587,2.97,Collection not met
Mad Max Beyond Thunderdomea,Thriller,Telugu,41690,Germany,18.45,637.01,2909,5.8,68,437748,5.38,Collection not met
Gangs of New Yorka,Action,Japanese,41318,USA,285.62,636.25,2074,8.6,40,373795,85.49,Collection not met
Thumbsuckera,Adventure,English,41973,USA,5.23,635.65,3124,9.4,39,44916,0.66,Collection not met
Jawbreakera,Horror,Japanese,45450,UK,99.63,634.96,4971,4.7,58,56779,41.1,Collection not met
Tangoa,Animation,Tamil,44828,USA,291.21,630.93,2828,6,28,115198,87.01,Collection not met
Three to Tangoa,Animation,English,41171,Germany,259.41,630.63,4600,4.2,84,20999,78.09,Collection not met
Leaving Las Vegasa,Sci-Fi,Hindi,41932,India,54.71,629.96,3502,9,22,485750,12.36,Collection not met
Crasha,Comedy,Korean,45433,South Korea,129.61,628.01,4125,5.4,96,426133,38.46,Collection not met
Dragonball: Evolutiona,Animation,Telugu,42699,Germany,218.26,626.88,3311,7.7,64,469941,83.69,Collection not met
Lady in Whitea,Comedy,Korean,45227,Germany,82.29,626.53,2957,7.3,71,16216,32.95,Collection not met
Birtha,Animation,Telugu,40898,UK,225.45,625.69,757,9,58,408154,31.03,Collection not met
The Open Roada,Comedy,Japanese,45275,India,142.02,625.67,4914,4.3,38,350663,49.14,Collection not met
I Heart Huckabeesa,Sci-Fi,English,45160,China,128.66,622.84,2123,9.4,84,160787,13.47,Collection not met
The Flintstonesa,Thriller,French,45628,France,264.48,622.07,3867,4.4,29,300920,42.1,Collection not met
The Majestica,Adventure,Hindi,41250,India,240.22,621.98,1576,4.3,40,381049,76.59,Collection not met
Supera,Adventure,Chinese,42846,UK,261.7,621.31,3370,7.8,66,208742,98.02,Collection not met
Vanity Faira,Romance,Telugu,44361,Japan,168.94,620.96,4068,5.7,55,82793,22.01,Collection not met
Mr. Holland's Opusa,Drama,Chinese,40761,UK,24.33,618.65,3300,7.4,28,108871,7.14,Collection not met
Homefronta,Comedy,French,41765,South Korea,278.74,618.2,2033,7.8,92,24719,48.64,Collection not met
New York Minutea,Drama,Telugu,41548,Japan,30.61,618.08,1352,6.7,79,461299,3.84,Collection not met
All the Pretty Horsesa,Comedy,German,43228,China,127.36,616.93,546,6.8,90,73598,43.01,Collection not met
Alias Bettya,Romance,Japanese,43534,Japan,47.78,614.13,3721,6.7,20,30566,12.45,Collection not met
Ghost Towna,Comedy,German,43177,South Korea,191.77,612.71,1715,8.6,80,58633,66.75,Collection not met
The Pelican Briefa,Action,Tamil,43203,China,282.09,609.89,1433,9.1,27,351168,78.11,Collection not met
A Good Yeara,Drama,Spanish,44081,South Korea,175.67,609.47,3407,5,29,314307,75.82,Collection not met
The Devil's Advocatea,Drama,English,44834,China,173.81,609.45,4055,8.7,74,224641,35.53,Collection not met
Shadow of the Vampirea,Sci-Fi,Chinese,44136,Japan,3.73,608.42,2043,5.1,59,312118,0.73,Collection not met
Grown Upsa,Comedy,French,41286,South Korea,132.99,606.12,4167,4,20,345065,60.78,Collection not met
Astro Boya,Animation,English,43359,France,188.86,605.6,4000,5.1,58,476483,38.11,Collection not met
Talk Radioa,Thriller,English,42881,UK,203.3,605.28,1094,7.9,61,188176,52.47,Collection not met
Muda,Romance,Japanese,44043,South Korea,116.43,604.64,2425,8.6,43,334529,55.03,Collection not met
The Devil's Doublea,Action,Spanish,40194,France,265.35,604.63,4683,9.2,75,67094,60.2,Collection not met
The Widow of Saint-Pierrea,Romance,Spanish,40682,USA,131.21,604.23,2866,4.4,81,201509,39.15,Collection not met
Can't Stop the Musica,Romance,Tamil,41086,India,263.98,603.95,4030,6.5,95,431823,63.27,Collection not met
Teenage Mutant Ninja Turtles: Out of the Shadowsa,Sci-Fi,Hindi,44742,India,192.89,601.33,3097,9.2,75,370737,81.99,Collection not met
Neighborsa,Sci-Fi,Spanish,41886,China,223.93,599.82,3897,7.8,51,140676,91.51,Collection not met
The Forbidden Kingdoma,Comedy,English,44775,China,17.3,599.59,4602,5.5,64,310988,4.48,Collection not met
Almost Famousa,Romance,Tamil,42659,India,94.46,598.86,900,5,84,319245,16.23,Collection not met
Dallas Buyers Cluba,Drama,Korean,44736,USA,50.08,598.49,2527,5.8,60,130374,22.31,Collection not met
The Lake Housea,Horror,Japanese,45183,Germany,41.33,597.5,2605,8.2,94,204861,18.62,Collection not met
R.I.P.D.a,Animation,Tamil,41142,Japan,206.41,597.45,703,9.2,66,273931,25.69,Collection not met
Midnight in Parisa,Adventure,Hindi,43984,South Korea,153.33,597.23,1027,4.8,72,469255,54.6,Collection not met
My Big Fat Greek Wedding 2a,Adventure,French,41119,USA,62.89,597.17,2437,5.9,46,486465,17.87,Collection not met
Devil's Duea,Sci-Fi,Telugu,41915,South Korea,222.72,596.72,2749,8.3,24,241041,102.85,Collection not met
Dances with Wolvesa,Comedy,Spanish,43609,UK,192.74,592.71,3268,7.8,78,87663,84.82,Collection not met
Hard Candya,Adventure,Spanish,43518,USA,54.33,592.69,4949,6.4,47,151623,24.72,Collection not met
Titanica,Drama,English,44343,Germany,83.99,592.65,1238,9.1,32,60342,16.26,Collection not met
The Wedding Plannera,Romance,Japanese,42587,Germany,51.79,592.41,3895,9.4,52,422887,20.52,Collection not met
The Fugitivea,Romance,Japanese,40487,India,63.34,591.62,3181,5.4,33,304483,17.26,Collection not met
Dark Shadowsa,Sci-Fi,German,41162,UK,298.19,589.46,4900,7.8,37,291124,60.25,Collection not met
We Were Soldiersa,Comedy,Spanish,42305,China,79.77,587.97,3390,8.9,89,58229,19.08,Collection not met
The Good Thiefa,Action,Spanish,44790,Germany,153.46,587.22,3093,5,96,224229,26.47,Collection not met
Donnie Brascoa,Adventure,Hindi,43660,France,262.81,587.18,3844,9.6,65,458694,118.36,Collection not met
Adorea,Drama,German,43290,UK,49.29,586.87,1997,9,76,410245,24.43,Collection not met
My Bloody Valentinea,Adventure,Telugu,42741,USA,142.98,586.87,3422,5.4,64,390497,25.02,Collection not met
Dinosaura,Sci-Fi,Spanish,42166,UK,70.13,586.16,4849,5.5,40,449325,22.73,Collection not met
Impostora,Drama,Spanish,42264,India,96.6,585.75,2121,9.3,24,80008,15.94,Collection not met
The Whole Nine Yardsa,Drama,Spanish,40697,Germany,282.65,585.49,4345,6.1,98,203299,137.73,Collection not met
Fear and Loathing in Las Vegasa,Thriller,French,41466,UK,265.66,584.74,3297,6.3,79,80805,119.12,Collection not met
The Prince of Tidesa,Romance,English,43461,USA,212.18,583.31,528,8.3,94,308923,33.73,Collection not met
To Save a Lifea,Horror,Chinese,42060,India,21.14,583.01,1846,5.8,52,39470,9.06,Collection not met
Menace II Societya,Horror,Spanish,41632,USA,122,581.08,3642,7.9,72,412135,17.64,Collection not met
Austin Powers: The Spy Who Shagged Mea,Action,Chinese,44974,UK,135.43,580.71,4678,6,32,458824,58.48,Collection not met
Saved!a,Action,Hindi,42947,USA,127.27,578.03,863,6.7,58,145838,21.12,Collection not met
Prisonersa,Comedy,French,41070,USA,276.34,577.35,1659,8.5,40,442632,125.68,Collection not met
The Banger Sistersa,Romance,Hindi,42226,India,22.28,576.92,3007,7.5,65,284929,6.14,Collection not met
Valley of the Heart's Delighta,Sci-Fi,German,44949,Germany,186.96,576.89,4147,7.7,89,101687,46.6,Collection not met
The Black Dahliaa,Adventure,German,40479,France,252.98,576.41,4837,6.4,31,150993,122.61,Collection not met
Predatorsa,Action,English,42190,South Korea,293.03,575.28,3126,8.8,25,405879,129.47,Collection not met
3000 Miles to Gracelanda,Romance,French,43833,China,225.44,575.15,1705,7.2,61,247009,46.47,Collection not met
Kunduna,Thriller,French,41156,France,250.13,574.84,1255,7.2,69,354211,83.9,Collection not met
The Thomas Crown Affaira,Romance,Hindi,40610,Japan,114.91,574.35,3827,9.9,79,317856,42.92,Collection not met
Bon voyagea,Thriller,Korean,40418,China,188.71,573.77,3471,9.4,67,332251,66.09,Collection not met
A Low Down Dirty Shamea,Adventure,Tamil,44808,USA,190.78,573.65,4402,6.1,56,122724,79.09,Collection not met
People I Knowa,Action,Telugu,42174,USA,213.94,573.62,698,6.9,51,353670,82.61,Collection not met
"The Good, the Bad, the Weirda",Action,Tamil,44293,South Korea,4.95,572.91,1056,9.8,70,65076,1.69,Collection not met
Beyond the Seaa,Animation,French,45461,India,109.97,572.6,1783,4.2,75,216501,39.86,Collection not met
The Hunt for Red Octobera,Thriller,Korean,40472,China,133.26,571.96,3946,7.1,43,268674,54.93,Collection not met
Megiddo: The Omega Code 2a,Adventure,Japanese,42257,UK,31.98,571.96,3278,8.4,56,421834,14.16,Collection not met
Highlander: Endgamea,Action,Spanish,44532,China,285.4,571.89,1591,8.5,28,10377,126.81,Collection not met
Road Tripa,Horror,Japanese,42739,USA,225.71,571.01,3572,6.8,81,386712,35.58,Collection not met
Famea,Adventure,Tamil,40426,Germany,219.29,570.68,4172,9.7,39,362876,41.04,Collection not met
Lee Daniels' The Butlera,Romance,Hindi,41026,South Korea,143.02,570.46,1808,7.3,32,481134,25.64,Collection not met
Compliancea,Adventure,Chinese,44050,UK,276.2,570.16,3595,6.6,70,411279,101.61,Collection not met
Midnight Speciala,Adventure,English,42229,France,161.5,569.27,2904,9.3,92,163185,56.41,Collection not met
Bringing Down the Housea,Comedy,Telugu,44233,India,173.58,568.87,2044,7.4,89,301423,22.52,Collection not met
My Best Friend's Weddinga,Action,Hindi,43168,Japan,210.12,568.18,3388,7.6,76,389769,31.5,Collection not met
The Losersa,Adventure,English,41402,South Korea,88.49,567.42,2191,9.1,94,120163,38.01,Collection not met
Ready to Rumblea,Action,Korean,44126,UK,117.54,566.25,1777,6.5,23,304703,55.67,Collection not met
Blast from the Pasta,Comedy,Chinese,43571,South Korea,39.73,565.43,4426,7,99,135530,16.83,Collection not met
Erin Brockovicha,Horror,Japanese,45439,Germany,156.49,564.34,694,5.3,78,354501,63.44,Collection not met
The Hebrew Hammera,Adventure,Chinese,42383,France,135.44,563.63,2632,7.7,90,291436,22.88,Collection not met
My Dog Skipa,Action,German,42039,China,153.59,563.35,889,5.9,62,141212,55.66,Collection not met
Halloween: The Curse of Michael Myersa,Horror,French,40292,Japan,230.86,562.61,4834,6.5,30,71975,104.93,Collection not met
Speed Racera,Action,Hindi,43281,France,67.27,562.53,2453,8.3,96,404935,12.22,Collection not met
The Sound of Musica,Horror,Hindi,42620,South Korea,55.73,561.64,4412,8,25,99297,13.64,Collection not met
Safea,Sci-Fi,French,40952,China,115.65,560.1,4929,4.4,56,417201,20.75,Collection not met
Dangerous Liaisonsa,Horror,German,45070,South Korea,297.59,559.86,4771,6.6,20,34987,63.97,Collection not met
Ghost Ridera,Animation,French,43146,France,107.55,559.4,4430,9.8,21,390384,35.05,Collection not met
The Counselora,Action,German,44554,China,193.13,558.6,1592,9.6,84,485924,58.81,Collection not met
My Super Ex-Girlfrienda,Thriller,English,40487,Germany,95.88,557.37,1141,5.8,48,490366,15.03,Collection not met
Under the Tuscan Suna,Horror,Hindi,42153,South Korea,241.83,557.07,1718,10,93,382045,53,Collection not met
Kidsa,Adventure,Korean,41080,South Korea,206.82,552.65,1844,8.2,42,363903,21.69,Collection not met
Last Action Heroa,Comedy,German,41303,France,190.47,552.64,1537,5.2,80,410410,40.23,Collection not met
One True Thinga,Animation,Hindi,42514,Germany,183.18,551.81,686,7.6,62,289422,40.37,Collection not met
A Most Wanted Mana,Horror,Chinese,41687,USA,58.06,549.34,2478,8.9,90,327479,6.06,Collection not met
Mad Citya,Horror,German,42131,USA,127.71,549.02,836,4.8,82,206658,21.7,Collection not met
Oncea,Thriller,Tamil,42558,France,285.54,547.76,3451,8.2,71,149024,33.95,Collection not met
Jeepers Creepersa,Action,English,45359,India,8.54,547.67,1236,7.4,68,113481,1.26,Collection not met
Agent Cody Banksa,Sci-Fi,German,42789,USA,181.45,547.46,3439,9.8,84,355714,59.37,Collection not met
Street Fighter: The Legend of Chun-Lia,Drama,Telugu,45413,China,107.05,546.84,640,4.6,70,241046,48.98,Collection not met
Young Adulta,Comedy,Tamil,41838,Japan,203.73,546.19,1881,8.1,32,455562,55.21,Collection not met
South Park: Bigger Longer & Uncuta,Animation,English,42501,Japan,287.87,546.13,4661,5.6,83,361111,29.09,Collection not met
Pulp Fictiona,Comedy,Korean,40960,USA,144.52,545.85,4565,8.9,38,2992,17.24,Collection not met
Con Aira,Drama,Korean,45418,USA,101.71,545.03,1011,9.4,48,22842,37.26,Collection not met
Highlandera,Sci-Fi,German,43167,India,252.42,543.81,2671,4.9,33,12024,36.46,Collection not met
Goa,Romance,French,40206,Japan,201.92,542.81,1744,6.8,95,343515,66.93,Collection not met
Let's Be Copsa,Sci-Fi,Japanese,41967,South Korea,251.06,542.69,2132,4.2,86,324044,106.14,Collection not met
That Thing You Do!a,Adventure,English,44216,UK,85.45,542.41,2496,4.7,62,324170,41.06,Collection not met
American Dreamza,Sci-Fi,English,41238,China,28.18,542.14,2245,4.4,57,7861,13.24,Collection not met
Little Black Booka,Adventure,Japanese,45066,India,246.93,541.54,2938,8.5,62,231743,66,Collection not met
Battle of the Yeara,Animation,Tamil,44928,USA,176.78,540.91,501,4.8,77,443359,48.39,Collection not met
Act of Valora,Horror,Chinese,45138,UK,268.24,539.55,3496,9.2,22,196973,59.83,Collection not met
Margareta,Comedy,Tamil,45131,UK,81.53,538.2,3444,5.8,59,15340,12.8,Collection not met
"As Above, So Belowa",Sci-Fi,English,43282,South Korea,66.94,538.18,2251,6.3,64,21037,9.76,Collection not met
Brothersa,Romance,Spanish,42127,China,288.68,537.62,1891,9,48,410495,75.18,Collection not met
Dirty Worka,Romance,German,40604,India,204.25,537.45,697,9.6,69,88054,64.84,Collection not met
Don Jona,Adventure,French,45095,Japan,111.09,537.14,1374,5,20,148749,22.93,Collection not met
Young Frankensteina,Horror,English,42760,China,220.33,537.02,4878,7.7,78,220508,79.82,Collection not met
Transformersa,Sci-Fi,Telugu,45080,China,152.83,536.31,4330,4.3,38,372377,53.49,Collection not met
Hope Floatsa,Action,French,43329,India,200.6,535.31,1491,7.8,68,323227,47.35,Collection not met
Diamonds Are Forevera,Romance,Hindi,45138,UK,85.73,534.6,3249,8.4,85,156614,19.76,Collection not met
Slumdog Millionairea,Sci-Fi,Hindi,41888,UK,78.51,534.01,1714,4,49,177030,8.21,Collection not met
Cleana,Horror,Telugu,40327,China,65.23,532.77,1089,5.4,60,21390,32.46,Collection not met
Oz the Great and Powerfula,Animation,French,43910,USA,107.21,532.62,2392,8.6,27,309112,46.65,Collection not met
Napoleon Dynamitea,Comedy,Telugu,43834,China,265.4,531.48,4485,9.7,49,6004,46.9,Collection not met
Tuska,Drama,French,42927,UK,284.79,531.44,1887,7.2,41,354793,45.17,Collection not met
The Specialsa,Drama,German,45438,Germany,174.73,531.14,1330,5.4,28,227143,56.39,Collection not met
The World's Fastest Indiana,Animation,Spanish,43540,Germany,256.76,530.84,4805,8.5,21,274334,68.13,Collection not met
St. Vincenta,Animation,Spanish,42302,Germany,13.98,530.49,2010,5,26,265686,4.69,Collection not met
The Unborna,Romance,Japanese,45639,India,50.64,529.95,3341,5.8,69,289307,17.35,Collection not met
Yes Mana,Sci-Fi,Tamil,41513,France,145.56,529.93,2864,9.5,23,116323,38.33,Collection not met
Roger & Mea,Comedy,Telugu,41817,Japan,65.43,529.75,1227,6.2,94,228683,14.83,Collection not met
Thunder and the House of Magica,Action,French,44052,China,182.04,529.58,3267,4.5,77,248927,40.38,Collection not met
Independence Day: Resurgencea,Sci-Fi,Tamil,40968,UK,220.68,529.35,1961,6.1,46,426758,68.98,Collection not met
The Three Musketeersa,Adventure,French,44394,China,289.96,529.26,1609,10,60,377132,94.69,Collection not met
Ghosts of Mississippia,Drama,Telugu,40283,USA,75.71,529.08,2689,5.3,92,442955,30.52,Collection not met
March or Diea,Romance,German,45179,India,176.37,528.59,4824,6.7,74,61455,46.75,Collection not met
Stigmataa,Comedy,Korean,42622,France,5.53,525.7,2406,8.4,63,48913,1.46,Collection not met
Two Can Play That Gamea,Horror,Spanish,40668,China,64.07,525.36,4224,8.7,30,337465,11.65,Collection not met
U-571a,Romance,Hindi,43625,China,281.93,523.82,3149,5.4,51,32711,73.11,Collection not met
Chain Lettera,Drama,Hindi,42024,France,189.11,523.25,2332,8.9,85,322075,29.65,Collection not met
Nicholas Nicklebya,Comedy,German,44381,China,202.59,522.23,3495,6.4,56,65077,43.65,Collection not met
Barbershop 2: Back in Businessa,Romance,Japanese,42661,South Korea,266.38,522.16,542,6.4,61,266841,48.18,Collection not met
The Quiet Americana,Horror,Korean,45413,South Korea,38.32,520.93,1145,6.7,49,177747,16.42,Collection not met
Agoraa,Drama,Telugu,41509,Japan,90.38,520.65,606,6.6,46,81078,28.65,Collection not met
Mississippi Mermaida,Animation,Japanese,45093,South Korea,127.42,519.19,1475,8.1,70,226691,59.43,Collection not met
